TicketID,DateReceived,Resolution Time,ResponseTime(In Hrs),SLAStatus,IssueCategory,ReceivedTimeOfDay,AssignedAgent,Escalated,UserSatisfaction,Status
1875,12-09-2024,20-09-2024,4,No,Software,Evening,Agent14,Yes,2,Pending
1876,03-12-2024,12-12-2024,5,No,Hardware,Evening,Agent1,No,2,Pending
1877,26-06-2024,02-07-2024,5,No,Account,Evening,Agent17,Yes,1,Pending
1878,05-02-2024,16-02-2024,3,Yes,Network,Afternoon,Agent3,No,3,Closed
1879,18-11-2024,25-11-2024,3,No,Hardware,Night,Agent16,No,2,Closed
1880,16-04-2024,27-04-2024,1,No,Network,Evening,Agent5,Yes,1,Pending
1881,09-06-2024,16-06-2024,1,No,Hardware,Night,Agent1,No,2,Closed
1882,30-04-2024,07-05-2024,1,No,Account,Morning,Agent13,No,4,Open
1883,06-08-2024,10-08-2024,3,Yes,Hardware,Night,Agent20,No,2,Pending
1884,17-11-2024,29-11-2024,1,Yes,Software,Night,Agent14,Yes,2,Open
1885,05-08-2024,12-08-2024,5,Yes,Network,Evening,Agent19,Yes,2,Closed
1886,07-02-2024,13-02-2024,5,Yes,Account,Morning,Agent2,Yes,3,Closed
1887,06-06-2024,21-06-2024,2,No,Network,Night,Agent12,Yes,4,Open
1888,26-07-2024,07-08-2024,2,Yes,Software,Morning,Agent7,No,3,Closed
1889,08-07-2024,20-07-2024,5,Yes,Account,Afternoon,Agent5,No,2,Pending
1890,18-09-2024,27-09-2024,4,Yes,Software,Night,Agent4,No,4,Pending
1891,21-11-2024,30-11-2024,5,No,Hardware,Night,Agent13,Yes,1,Open
1892,16-02-2024,25-02-2024,1,Yes,Account,Afternoon,Agent7,Yes,2,Pending
1893,09-10-2024,20-10-2024,2,Yes,Hardware,Evening,Agent13,No,2,Open
1894,31-10-2024,10-11-2024,4,No,Network,Night,Agent2,No,3,Open
1895,12-07-2024,27-07-2024,2,No,Account,Morning,Agent6,Yes,1,Pending
1896,23-09-2024,04-10-2024,3,No,Network,Morning,Agent17,Yes,5,Pending
1897,21-05-2024,29-05-2024,4,Yes,Software,Night,Agent10,No,2,Closed
1898,07-06-2024,21-06-2024,4,Yes,Account,Evening,Agent7,Yes,5,Closed
1899,02-08-2024,07-08-2024,2,Yes,Network,Evening,Agent13,Yes,5,Open
1900,26-10-2024,10-11-2024,1,Yes,Hardware,Morning,Agent1,Yes,1,Closed
1901,08-09-2024,16-09-2024,2,Yes,Account,Morning,Agent2,No,1,Open
1902,12-12-2024,26-12-2024,4,Yes,Network,Night,Agent17,No,2,Pending
1903,29-09-2024,04-10-2024,5,Yes,Network,Afternoon,Agent1,Yes,4,Pending
1904,06-05-2024,11-05-2024,3,No,Network,Evening,Agent10,No,2,Open
1905,18-07-2024,22-07-2024,3,Yes,Software,Evening,Agent15,Yes,1,Closed
1906,13-02-2024,27-02-2024,3,No,Hardware,Evening,Agent12,No,2,Closed
1907,28-06-2024,12-07-2024,2,Yes,Network,Afternoon,Agent11,No,5,Open
1908,05-11-2024,13-11-2024,4,No,Software,Morning,Agent15,Yes,5,Open
1909,29-01-2024,04-02-2024,1,No,Account,Morning,Agent7,No,3,Open
1910,03-06-2024,11-06-2024,2,Yes,Software,Evening,Agent6,Yes,2,Pending
1911,30-03-2024,05-04-2024,3,Yes,Software,Afternoon,Agent18,No,1,Open
1912,12-08-2024,24-08-2024,1,Yes,Account,Morning,Agent18,No,2,Open
1913,25-10-2024,07-11-2024,2,Yes,Hardware,Evening,Agent4,Yes,4,Open
1914,14-05-2024,22-05-2024,2,Yes,Account,Night,Agent5,No,3,Pending
1915,19-07-2024,30-07-2024,1,Yes,Network,Morning,Agent6,Yes,5,Closed
1916,10-08-2024,22-08-2024,2,No,Software,Evening,Agent19,Yes,5,Open
1917,07-11-2024,20-11-2024,5,No,Account,Morning,Agent3,Yes,2,Open
1918,09-08-2024,18-08-2024,5,No,Software,Afternoon,Agent9,No,4,Closed
1919,29-12-2024,08-01-2025,2,Yes,Hardware,Morning,Agent1,No,1,Closed
1920,05-09-2024,19-09-2024,1,No,Network,Night,Agent3,No,3,Closed
1921,23-07-2024,05-08-2024,5,No,Hardware,Afternoon,Agent18,Yes,1,Closed
1922,19-12-2024,24-12-2024,2,No,Account,Night,Agent7,No,1,Open
1923,01-01-2024,13-01-2024,5,Yes,Software,Afternoon,Agent8,No,3,Pending
1924,18-05-2024,24-05-2024,5,Yes,Hardware,Evening,Agent11,No,3,Open
1925,05-04-2024,11-04-2024,4,No,Hardware,Night,Agent2,No,2,Open
1926,17-10-2024,25-10-2024,3,Yes,Hardware,Afternoon,Agent8,No,2,Closed
1927,19-11-2024,02-12-2024,1,No,Network,Morning,Agent9,No,2,Open
1928,01-03-2024,08-03-2024,5,No,Hardware,Afternoon,Agent20,Yes,4,Open
1929,12-05-2024,27-05-2024,2,Yes,Software,Evening,Agent6,Yes,1,Open
1930,23-10-2024,03-11-2024,3,No,Software,Morning,Agent3,Yes,1,Pending
1931,10-04-2024,24-04-2024,4,Yes,Network,Evening,Agent5,No,3,Open
1932,03-01-2024,17-01-2024,5,Yes,Hardware,Evening,Agent7,No,2,Closed
1933,10-01-2024,22-01-2024,4,No,Hardware,Afternoon,Agent13,Yes,5,Open
1934,17-09-2024,30-09-2024,4,Yes,Software,Afternoon,Agent14,No,2,Open
1935,16-06-2024,24-06-2024,1,Yes,Network,Evening,Agent4,Yes,4,Pending
1936,23-07-2024,30-07-2024,2,Yes,Account,Night,Agent19,Yes,3,Pending
1937,08-05-2024,23-05-2024,3,Yes,Software,Night,Agent12,No,4,Pending
1938,08-05-2024,12-05-2024,3,No,Software,Morning,Agent9,No,5,Pending
1939,05-01-2024,12-01-2024,4,No,Account,Evening,Agent8,Yes,3,Closed
1940,17-06-2024,28-06-2024,2,No,Hardware,Morning,Agent4,No,3,Pending
1941,08-03-2024,16-03-2024,3,Yes,Network,Afternoon,Agent16,No,1,Open
1942,31-03-2024,05-04-2024,1,No,Software,Evening,Agent20,No,5,Pending
1943,17-05-2024,26-05-2024,2,No,Account,Evening,Agent9,No,1,Closed
1944,05-09-2024,11-09-2024,3,No,Account,Evening,Agent2,Yes,5,Closed
1945,31-01-2024,10-02-2024,2,Yes,Network,Night,Agent7,No,5,Closed
1946,02-03-2024,15-03-2024,5,No,Network,Afternoon,Agent11,Yes,3,Closed
1947,24-01-2024,08-02-2024,5,Yes,Hardware,Afternoon,Agent15,No,4,Pending
1948,21-08-2024,27-08-2024,5,Yes,Network,Evening,Agent20,Yes,5,Open
1949,20-12-2024,26-12-2024,4,Yes,Hardware,Morning,Agent14,No,5,Open
1950,28-07-2024,11-08-2024,2,No,Hardware,Morning,Agent16,No,5,Closed
1951,28-07-2024,11-08-2024,5,No,Hardware,Afternoon,Agent7,Yes,2,Open
1952,14-10-2024,25-10-2024,1,No,Account,Morning,Agent8,Yes,2,Pending
1953,22-02-2024,26-02-2024,2,No,Network,Afternoon,Agent20,No,2,Closed
1954,07-07-2024,11-07-2024,3,No,Network,Afternoon,Agent20,Yes,1,Closed
1955,01-02-2024,06-02-2024,4,No,Hardware,Morning,Agent16,No,3,Closed
1956,20-02-2024,02-03-2024,3,No,Network,Night,Agent18,Yes,2,Open
1957,03-08-2024,09-08-2024,4,Yes,Software,Afternoon,Agent8,No,4,Closed
1958,28-03-2024,07-04-2024,1,No,Software,Evening,Agent17,Yes,2,Open
1959,27-12-2024,31-12-2024,1,No,Software,Night,Agent5,No,2,Open
1960,22-06-2024,07-07-2024,4,Yes,Hardware,Morning,Agent16,No,2,Closed
1961,07-07-2024,20-07-2024,1,Yes,Account,Morning,Agent20,No,5,Closed
1962,04-05-2024,19-05-2024,1,Yes,Software,Evening,Agent9,Yes,1,Open
1963,10-01-2024,18-01-2024,4,No,Hardware,Afternoon,Agent17,Yes,1,Open
1964,03-03-2024,18-03-2024,2,Yes,Software,Night,Agent12,No,2,Open
1965,18-04-2024,23-04-2024,5,Yes,Software,Afternoon,Agent11,No,1,Pending
1966,01-12-2024,12-12-2024,1,No,Network,Afternoon,Agent8,No,2,Closed
1967,22-03-2024,29-03-2024,5,Yes,Hardware,Afternoon,Agent9,Yes,1,Open
1968,24-04-2024,07-05-2024,5,No,Network,Night,Agent16,Yes,2,Closed
1969,28-02-2024,09-03-2024,5,No,Account,Morning,Agent18,No,4,Open
1970,25-09-2024,30-09-2024,3,Yes,Hardware,Morning,Agent17,No,1,Closed
1971,05-12-2024,17-12-2024,5,No,Network,Morning,Agent11,No,1,Closed
1972,01-10-2024,16-10-2024,5,Yes,Hardware,Afternoon,Agent19,Yes,4,Closed
1973,08-02-2024,18-02-2024,4,Yes,Hardware,Afternoon,Agent17,Yes,2,Closed
1974,27-08-2024,03-09-2024,4,No,Account,Morning,Agent18,Yes,4,Open
1975,06-09-2024,16-09-2024,3,Yes,Network,Afternoon,Agent15,No,4,Open
1976,06-08-2024,15-08-2024,4,No,Hardware,Evening,Agent5,No,4,Pending
1977,28-10-2024,11-11-2024,2,No,Network,Afternoon,Agent12,Yes,4,Pending
1978,17-10-2024,22-10-2024,4,No,Network,Night,Agent20,Yes,4,Closed
1979,07-06-2024,12-06-2024,4,No,Hardware,Afternoon,Agent2,No,4,Pending
1980,25-04-2024,07-05-2024,4,Yes,Hardware,Afternoon,Agent13,No,2,Open
1981,29-10-2024,03-11-2024,1,Yes,Hardware,Afternoon,Agent20,Yes,3,Closed
1982,24-09-2024,09-10-2024,3,No,Network,Night,Agent7,Yes,3,Pending
1983,27-11-2024,01-12-2024,1,Yes,Hardware,Morning,Agent14,No,2,Closed
1984,06-04-2024,13-04-2024,5,No,Network,Evening,Agent10,Yes,4,Closed
1985,01-12-2024,10-12-2024,2,No,Hardware,Afternoon,Agent4,Yes,5,Closed
1986,22-12-2024,29-12-2024,5,Yes,Account,Evening,Agent12,No,5,Pending
1987,14-11-2024,27-11-2024,4,Yes,Account,Afternoon,Agent17,Yes,2,Pending
1988,31-10-2024,08-11-2024,1,Yes,Network,Evening,Agent8,Yes,3,Open
1989,24-05-2024,01-06-2024,4,Yes,Network,Evening,Agent9,No,3,Open
1990,28-09-2024,10-10-2024,5,No,Account,Morning,Agent16,No,3,Open
1991,25-01-2024,09-02-2024,5,Yes,Hardware,Night,Agent6,No,2,Closed
1992,14-12-2024,18-12-2024,5,No,Hardware,Morning,Agent11,No,1,Open
1993,13-09-2024,22-09-2024,4,No,Software,Night,Agent12,No,5,Open
1994,02-01-2024,11-01-2024,2,No,Hardware,Afternoon,Agent4,No,1,Closed
1995,10-01-2024,20-01-2024,1,Yes,Hardware,Morning,Agent5,Yes,2,Open
1996,05-02-2024,14-02-2024,2,Yes,Network,Morning,Agent14,No,3,Closed
1997,16-05-2024,30-05-2024,2,Yes,Network,Evening,Agent2,No,4,Open
1998,14-07-2024,29-07-2024,4,No,Account,Evening,Agent16,Yes,2,Closed
1999,26-11-2024,03-12-2024,5,No,Network,Evening,Agent2,No,4,Open
2000,16-05-2024,23-05-2024,2,Yes,Account,Night,Agent17,Yes,5,Open
2001,05-11-2024,12-11-2024,4,Yes,Software,Afternoon,Agent17,No,1,Closed
2002,29-01-2024,05-02-2024,3,No,Hardware,Morning,Agent4,No,4,Pending
2003,11-06-2024,25-06-2024,1,Yes,Hardware,Afternoon,Agent9,Yes,5,Closed
2004,09-06-2024,14-06-2024,1,Yes,Account,Morning,Agent11,No,2,Closed
2005,22-05-2024,29-05-2024,4,Yes,Network,Afternoon,Agent16,No,1,Closed
2006,09-01-2024,21-01-2024,5,No,Software,Evening,Agent1,Yes,1,Closed
2007,20-01-2024,02-02-2024,5,Yes,Network,Night,Agent6,Yes,1,Pending
2008,25-09-2024,01-10-2024,5,Yes,Account,Morning,Agent15,Yes,5,Pending
2009,24-05-2024,02-06-2024,1,No,Network,Night,Agent18,No,5,Closed
2010,14-12-2024,18-12-2024,3,Yes,Network,Night,Agent5,Yes,4,Pending
2011,10-03-2024,19-03-2024,2,No,Account,Night,Agent10,No,1,Open
2012,15-03-2024,21-03-2024,4,No,Hardware,Afternoon,Agent15,Yes,4,Open
2013,30-05-2024,04-06-2024,2,Yes,Hardware,Morning,Agent12,No,1,Pending
2014,22-05-2024,30-05-2024,4,No,Hardware,Night,Agent12,No,4,Pending
2015,21-01-2024,31-01-2024,4,Yes,Account,Afternoon,Agent2,Yes,2,Closed
2016,13-07-2024,18-07-2024,3,Yes,Hardware,Evening,Agent3,No,2,Closed
2017,24-08-2024,31-08-2024,5,No,Software,Evening,Agent4,Yes,3,Pending
2018,29-07-2024,04-08-2024,3,No,Account,Afternoon,Agent5,No,4,Open
2019,08-02-2024,19-02-2024,4,Yes,Network,Afternoon,Agent19,No,2,Closed
2020,01-11-2024,08-11-2024,5,No,Hardware,Evening,Agent4,No,3,Closed
2021,19-02-2024,29-02-2024,2,Yes,Hardware,Night,Agent17,Yes,2,Closed
2022,13-12-2024,26-12-2024,3,No,Hardware,Evening,Agent15,No,1,Open
2023,23-01-2024,02-02-2024,2,Yes,Hardware,Afternoon,Agent14,No,2,Open
2024,10-11-2024,21-11-2024,2,Yes,Network,Night,Agent9,No,2,Open
2025,12-11-2024,20-11-2024,4,No,Account,Morning,Agent2,No,1,Pending
2026,24-07-2024,04-08-2024,4,No,Account,Evening,Agent4,Yes,4,Pending
2027,28-04-2024,11-05-2024,3,Yes,Network,Morning,Agent3,No,1,Open
2028,17-01-2024,31-01-2024,3,Yes,Account,Afternoon,Agent10,Yes,5,Closed
2029,06-06-2024,19-06-2024,1,No,Software,Afternoon,Agent19,Yes,4,Open
2030,24-05-2024,04-06-2024,2,Yes,Hardware,Evening,Agent14,No,3,Open
2031,05-07-2024,10-07-2024,3,No,Hardware,Morning,Agent7,No,5,Pending
2032,22-10-2024,03-11-2024,1,Yes,Software,Morning,Agent19,Yes,4,Closed
2033,27-04-2024,11-05-2024,1,Yes,Account,Night,Agent19,No,2,Pending
2034,26-10-2024,07-11-2024,5,Yes,Network,Evening,Agent12,Yes,1,Pending
2035,01-01-2024,09-01-2024,2,No,Account,Afternoon,Agent8,No,2,Open
2036,12-04-2024,19-04-2024,1,No,Account,Evening,Agent7,No,3,Closed
2037,21-10-2024,05-11-2024,3,Yes,Software,Afternoon,Agent6,Yes,2,Closed
2038,29-06-2024,13-07-2024,1,Yes,Network,Evening,Agent13,No,1,Pending
2039,28-04-2024,07-05-2024,2,Yes,Account,Morning,Agent1,No,2,Open
2040,06-07-2024,10-07-2024,3,No,Account,Evening,Agent10,Yes,5,Open
2041,11-01-2024,20-01-2024,4,No,Hardware,Morning,Agent6,Yes,1,Pending
2042,21-11-2024,29-11-2024,4,No,Network,Evening,Agent13,Yes,4,Closed
2043,01-12-2024,05-12-2024,2,No,Account,Afternoon,Agent13,Yes,2,Pending
2044,19-06-2024,02-07-2024,4,Yes,Account,Night,Agent13,Yes,2,Open
2045,22-01-2024,04-02-2024,5,No,Software,Afternoon,Agent19,No,4,Closed
2046,19-03-2024,02-04-2024,5,No,Network,Afternoon,Agent11,No,3,Open
2047,06-05-2024,12-05-2024,2,Yes,Software,Morning,Agent12,No,4,Open
2048,03-10-2024,11-10-2024,2,No,Account,Morning,Agent9,No,4,Open
2049,15-08-2024,29-08-2024,1,Yes,Network,Morning,Agent1,Yes,4,Closed
2050,06-05-2024,21-05-2024,3,Yes,Account,Afternoon,Agent16,Yes,4,Pending
2051,12-06-2024,26-06-2024,5,Yes,Account,Afternoon,Agent3,No,2,Pending
2052,11-07-2024,16-07-2024,2,Yes,Network,Afternoon,Agent15,No,3,Closed
2053,10-08-2024,22-08-2024,3,Yes,Hardware,Morning,Agent12,No,5,Open
2054,14-06-2024,18-06-2024,2,No,Hardware,Evening,Agent19,Yes,4,Pending
2055,09-03-2024,19-03-2024,3,Yes,Software,Morning,Agent19,No,3,Open
2056,01-09-2024,14-09-2024,1,No,Software,Afternoon,Agent6,No,5,Closed
2057,11-07-2024,20-07-2024,4,No,Account,Morning,Agent12,Yes,4,Pending
2058,03-12-2024,13-12-2024,4,No,Account,Morning,Agent11,No,2,Pending
2059,13-07-2024,17-07-2024,2,No,Network,Night,Agent5,No,5,Pending
2060,12-12-2024,24-12-2024,1,No,Software,Night,Agent20,Yes,1,Closed
2061,01-09-2024,10-09-2024,2,Yes,Hardware,Evening,Agent7,No,3,Closed
2062,28-06-2024,12-07-2024,2,Yes,Hardware,Evening,Agent1,Yes,2,Pending
2063,09-03-2024,18-03-2024,3,No,Account,Morning,Agent20,No,5,Pending
2064,30-09-2024,08-10-2024,2,No,Software,Evening,Agent13,Yes,5,Open
2065,17-05-2024,24-05-2024,1,No,Account,Evening,Agent14,Yes,2,Pending
2066,23-06-2024,01-07-2024,1,No,Software,Evening,Agent14,Yes,2,Closed
2067,09-05-2024,21-05-2024,5,Yes,Account,Morning,Agent9,Yes,1,Open
2068,24-02-2024,03-03-2024,3,Yes,Network,Night,Agent19,Yes,1,Pending
2069,12-04-2024,22-04-2024,5,Yes,Account,Afternoon,Agent9,Yes,5,Open
2070,12-06-2024,18-06-2024,2,Yes,Network,Night,Agent4,Yes,2,Open
2071,05-01-2024,14-01-2024,1,No,Hardware,Evening,Agent20,No,2,Open
2072,11-05-2024,22-05-2024,5,No,Account,Night,Agent19,Yes,1,Pending
2073,10-08-2024,21-08-2024,3,Yes,Account,Afternoon,Agent15,Yes,1,Pending
2074,18-03-2024,01-04-2024,5,No,Software,Night,Agent6,No,2,Pending
2075,11-10-2024,26-10-2024,3,No,Hardware,Morning,Agent7,No,4,Open
2076,29-10-2024,04-11-2024,5,No,Network,Morning,Agent7,No,3,Closed
2077,28-02-2024,06-03-2024,5,Yes,Network,Morning,Agent14,Yes,2,Open
2078,05-08-2024,09-08-2024,3,No,Software,Afternoon,Agent15,No,4,Open
2079,06-01-2024,10-01-2024,3,No,Hardware,Afternoon,Agent11,No,5,Pending
2080,29-04-2024,06-05-2024,1,Yes,Software,Evening,Agent7,Yes,5,Pending
2081,16-03-2024,21-03-2024,3,Yes,Account,Afternoon,Agent2,Yes,1,Open
2082,07-03-2024,19-03-2024,5,No,Hardware,Afternoon,Agent11,No,4,Closed
2083,17-03-2024,23-03-2024,1,Yes,Hardware,Night,Agent17,No,5,Pending
2084,26-01-2024,04-02-2024,2,No,Software,Night,Agent3,No,3,Closed
2085,29-12-2024,02-01-2025,3,Yes,Hardware,Evening,Agent18,No,1,Pending
2086,29-02-2024,12-03-2024,5,No,Network,Morning,Agent11,No,1,Pending
2087,25-02-2024,02-03-2024,4,Yes,Software,Afternoon,Agent16,Yes,2,Open
2088,28-02-2024,08-03-2024,2,No,Hardware,Morning,Agent18,Yes,3,Pending
2089,02-05-2024,10-05-2024,5,No,Network,Morning,Agent20,No,2,Open
2090,06-10-2024,12-10-2024,1,Yes,Software,Night,Agent12,Yes,2,Pending
2091,24-04-2024,02-05-2024,1,No,Network,Morning,Agent9,No,3,Closed
2092,03-12-2024,16-12-2024,1,Yes,Software,Afternoon,Agent18,Yes,1,Pending
2093,26-02-2024,09-03-2024,3,Yes,Hardware,Evening,Agent19,Yes,3,Pending
2094,12-08-2024,19-08-2024,4,Yes,Hardware,Morning,Agent11,No,3,Closed
2095,21-07-2024,03-08-2024,5,No,Account,Evening,Agent5,No,4,Pending
2096,24-04-2024,03-05-2024,4,No,Network,Morning,Agent12,No,4,Closed
2097,21-07-2024,05-08-2024,2,No,Account,Afternoon,Agent14,Yes,2,Closed
2098,29-12-2024,12-01-2025,1,Yes,Hardware,Evening,Agent11,Yes,5,Closed
2099,17-04-2024,29-04-2024,4,No,Software,Evening,Agent14,Yes,1,Pending
2100,15-03-2024,27-03-2024,3,Yes,Hardware,Evening,Agent3,No,2,Pending
2101,11-06-2024,23-06-2024,4,No,Hardware,Night,Agent17,No,1,Pending
2102,06-12-2024,11-12-2024,5,No,Software,Night,Agent3,Yes,3,Pending
2103,28-05-2024,09-06-2024,1,No,Account,Night,Agent19,Yes,2,Closed
2104,30-08-2024,06-09-2024,3,No,Network,Night,Agent16,Yes,3,Pending
2105,12-08-2024,22-08-2024,1,No,Account,Afternoon,Agent1,No,1,Closed
2106,13-12-2024,19-12-2024,2,Yes,Network,Afternoon,Agent2,No,2,Pending
2107,31-01-2024,11-02-2024,5,No,Hardware,Afternoon,Agent15,No,1,Closed
2108,08-09-2024,23-09-2024,4,No,Network,Evening,Agent19,Yes,4,Pending
2109,05-02-2024,15-02-2024,4,No,Account,Night,Agent15,No,4,Closed
2110,06-02-2024,10-02-2024,4,No,Network,Morning,Agent15,Yes,4,Open
2111,11-11-2024,20-11-2024,1,Yes,Hardware,Night,Agent5,No,1,Closed
2112,07-08-2024,13-08-2024,3,Yes,Account,Morning,Agent1,Yes,3,Pending
2113,03-09-2024,14-09-2024,2,Yes,Account,Afternoon,Agent20,Yes,1,Pending
2114,02-04-2024,17-04-2024,5,No,Hardware,Afternoon,Agent9,Yes,2,Open
2115,17-11-2024,02-12-2024,3,No,Network,Morning,Agent11,No,4,Open
2116,08-01-2024,14-01-2024,3,No,Account,Morning,Agent11,Yes,4,Closed
2117,13-07-2024,20-07-2024,2,Yes,Hardware,Morning,Agent17,No,3,Pending
2118,14-02-2024,24-02-2024,3,No,Account,Morning,Agent10,Yes,3,Open
2119,14-11-2024,25-11-2024,5,No,Network,Night,Agent20,No,2,Closed
2120,20-08-2024,27-08-2024,5,No,Account,Night,Agent14,Yes,3,Closed
2121,18-07-2024,30-07-2024,2,Yes,Network,Morning,Agent5,Yes,3,Open
2122,27-05-2024,06-06-2024,3,No,Hardware,Morning,Agent20,Yes,5,Pending
2123,13-05-2024,19-05-2024,1,No,Account,Afternoon,Agent14,No,1,Pending
2124,10-04-2024,21-04-2024,2,Yes,Network,Evening,Agent5,Yes,5,Open
2125,10-10-2024,18-10-2024,3,Yes,Software,Evening,Agent12,No,2,Closed
2126,16-09-2024,24-09-2024,2,Yes,Hardware,Night,Agent14,Yes,3,Pending
2127,02-11-2024,08-11-2024,1,No,Software,Evening,Agent7,No,2,Closed
2128,30-08-2024,07-09-2024,4,Yes,Hardware,Morning,Agent17,No,2,Closed
2129,15-12-2024,19-12-2024,4,No,Network,Afternoon,Agent6,No,5,Open
2130,11-09-2024,17-09-2024,1,Yes,Hardware,Morning,Agent16,Yes,2,Open
2131,02-04-2024,14-04-2024,3,Yes,Software,Evening,Agent4,Yes,5,Open
2132,15-06-2024,27-06-2024,4,Yes,Account,Morning,Agent4,No,1,Open
2133,03-10-2024,15-10-2024,1,No,Hardware,Afternoon,Agent15,No,2,Pending
2134,11-02-2024,19-02-2024,4,Yes,Software,Afternoon,Agent13,Yes,3,Closed
2135,20-06-2024,01-07-2024,5,No,Software,Morning,Agent17,Yes,3,Closed
2136,21-01-2024,05-02-2024,1,No,Software,Evening,Agent2,Yes,5,Pending
2137,10-03-2024,16-03-2024,3,No,Account,Evening,Agent19,No,4,Open
2138,20-12-2024,27-12-2024,5,No,Account,Evening,Agent7,No,5,Closed
2139,05-05-2024,17-05-2024,1,Yes,Account,Evening,Agent9,No,5,Open
2140,07-06-2024,14-06-2024,5,No,Hardware,Morning,Agent18,No,4,Closed
2141,14-06-2024,18-06-2024,1,Yes,Account,Afternoon,Agent10,Yes,4,Pending
2142,23-06-2024,30-06-2024,4,Yes,Account,Morning,Agent19,Yes,1,Open
2143,05-08-2024,16-08-2024,1,Yes,Network,Morning,Agent12,No,4,Open
2144,12-12-2024,16-12-2024,1,Yes,Network,Evening,Agent17,Yes,1,Closed
2145,31-07-2024,08-08-2024,5,Yes,Software,Afternoon,Agent15,Yes,4,Pending
2146,19-11-2024,23-11-2024,3,No,Account,Morning,Agent5,No,1,Open
2147,06-07-2024,16-07-2024,3,No,Network,Evening,Agent13,Yes,5,Closed
2148,26-08-2024,08-09-2024,3,Yes,Network,Evening,Agent8,No,1,Pending
2149,12-12-2024,19-12-2024,2,No,Account,Night,Agent11,Yes,2,Open
2150,02-10-2024,06-10-2024,2,Yes,Software,Evening,Agent9,No,5,Closed
2151,19-01-2024,02-02-2024,3,No,Account,Afternoon,Agent1,No,4,Pending
2152,30-01-2024,07-02-2024,3,No,Software,Evening,Agent5,Yes,5,Closed
2153,16-12-2024,21-12-2024,1,No,Account,Afternoon,Agent19,Yes,1,Pending
2154,04-10-2024,11-10-2024,5,Yes,Hardware,Morning,Agent11,No,4,Closed
2155,08-04-2024,13-04-2024,3,No,Account,Morning,Agent5,Yes,3,Closed
2156,21-08-2024,01-09-2024,5,No,Hardware,Evening,Agent14,No,2,Pending
2157,13-09-2024,23-09-2024,5,Yes,Network,Night,Agent3,No,2,Open
2158,13-03-2024,25-03-2024,3,No,Hardware,Morning,Agent6,No,4,Closed
2159,30-03-2024,07-04-2024,2,Yes,Network,Afternoon,Agent14,No,5,Open
2160,20-07-2024,24-07-2024,4,No,Hardware,Evening,Agent18,No,2,Open
2161,03-01-2024,14-01-2024,1,No,Account,Morning,Agent1,Yes,5,Pending
2162,11-05-2024,26-05-2024,3,No,Hardware,Evening,Agent17,Yes,3,Closed
2163,08-06-2024,13-06-2024,2,Yes,Hardware,Morning,Agent17,No,3,Pending
2164,20-07-2024,26-07-2024,2,No,Network,Night,Agent7,No,1,Closed
2165,18-02-2024,23-02-2024,2,Yes,Network,Night,Agent20,Yes,5,Closed
2166,31-10-2024,06-11-2024,1,Yes,Hardware,Evening,Agent19,Yes,1,Pending
2167,10-12-2024,22-12-2024,4,No,Hardware,Afternoon,Agent4,Yes,4,Pending
2168,15-12-2024,28-12-2024,5,Yes,Network,Night,Agent5,Yes,4,Closed
2169,18-12-2024,02-01-2025,1,Yes,Network,Night,Agent8,No,1,Open
2170,10-09-2024,25-09-2024,4,No,Hardware,Evening,Agent15,No,4,Open
2171,12-02-2024,25-02-2024,4,No,Software,Morning,Agent10,Yes,3,Pending
2172,27-05-2024,08-06-2024,1,Yes,Network,Afternoon,Agent18,Yes,1,Open
2173,20-06-2024,25-06-2024,5,Yes,Hardware,Afternoon,Agent5,Yes,1,Open
2174,19-01-2024,31-01-2024,2,No,Account,Morning,Agent12,No,5,Closed
2175,15-07-2024,20-07-2024,5,No,Hardware,Afternoon,Agent16,No,4,Open
2176,23-02-2024,05-03-2024,4,No,Software,Night,Agent10,No,3,Pending
2177,19-12-2024,27-12-2024,4,Yes,Network,Evening,Agent14,No,3,Pending
2178,31-07-2024,05-08-2024,3,Yes,Hardware,Evening,Agent8,No,2,Pending
2179,23-05-2024,05-06-2024,4,No,Account,Afternoon,Agent19,Yes,3,Closed
2180,09-05-2024,23-05-2024,1,Yes,Account,Afternoon,Agent8,Yes,4,Closed
2181,16-01-2024,29-01-2024,1,No,Account,Afternoon,Agent12,Yes,5,Open
2182,25-01-2024,03-02-2024,3,Yes,Network,Afternoon,Agent16,Yes,1,Closed
2183,30-11-2024,10-12-2024,1,No,Network,Afternoon,Agent7,No,5,Open
2184,12-09-2024,22-09-2024,2,No,Network,Afternoon,Agent1,Yes,2,Pending
2185,12-09-2024,16-09-2024,4,No,Network,Morning,Agent17,No,1,Closed
2186,24-10-2024,06-11-2024,2,Yes,Hardware,Afternoon,Agent1,Yes,3,Open
2187,07-11-2024,17-11-2024,3,No,Hardware,Night,Agent19,No,5,Open
2188,12-01-2024,17-01-2024,4,Yes,Hardware,Morning,Agent4,Yes,4,Open
2189,28-09-2024,06-10-2024,5,No,Account,Evening,Agent2,No,1,Pending
2190,06-09-2024,11-09-2024,4,No,Network,Morning,Agent9,Yes,5,Closed
2191,28-02-2024,08-03-2024,5,No,Hardware,Evening,Agent12,No,5,Pending
2192,10-05-2024,24-05-2024,2,Yes,Account,Afternoon,Agent10,No,2,Closed
2193,28-12-2024,03-01-2025,3,No,Network,Evening,Agent14,No,3,Pending
